 06/02/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
CO2,7428,7453,7528,7553,7508,7475,7412,7340,7306,7270,7225,7188,7177,7115,7112,7135,7132,7112,7069,7010,7024,7015,6987,6959,6964,6986,7011,7011,7015,7012,7027,6945,6964,6967,6950,6940,6945,6956,6911,6871,6902,6939,6930,6924,6918,6934,6917,6933,6942,6973,7017,7007,6980,6976,7031,7031,7037,7051,7066,7101,7059,7124,7204,7175,7191,7178,7227,7265,7268,7237,7190,7219,7212,7237,7318,7293,7287,7266,7216,7177,7095,7034,6971,6889,6735,6609,6430,6482,6493,6339,6319,5977,5813,5762,5678,5631,5801,5689,5528,5647,5739,5612,5581,5586,5661,5568,5690,5807,5733,5823,5885,5775,5900,5941,5960,5999,5942,6008,5880,5596,5630,5717,5708,5665,5714,5735,5697,5544,5618,5646,5691,5728,5672,5716,5973,5917,5907,5875,5891,5999,6012,6021,6080,6163,6194,6120,6240,6298,6314,6319,6332,6377,6432,6514,6611,6557,6584,6592,6542,6550,6566,6630,6667,6697,6720,6729,6785,6825,6819,6904,6918,6902,6899,6918,7039,7182,7186,7130,7221,7328,7631,7731,7578,7509,7621,7647,7643,7775,7851,7954,8066,7969,7925,7933,8001,8126,8134,8238,8234,8271,8341,8377,8413,8543,8730,8790,8973,8929,9121,9095,9227,9333,9283,9373,9448,9678,9866,9942,9997,10151,10277,10375,10463,10523,10676,10822,10862,10904,10990,11055,11057,11113,11084,10971,10999,11111,11127,11099,11150,11163,11151,11194,11218,11154,11093,11063,11031,10992,10960,10987,10934,10875,10880,10859,10858,10825,10794,10659,10511,10453,10463,10414,10285,10151,10049,9999,9835,9736,9663,9658,9649,9638,9448,9290,9253,9186,9083,8950,8897,8732,8554,8509,8474,8462,8408,8318,8251,8163
